datetime,ticker,price,signal,pnl
2024-02-16 13:35:00,MSFT,405.37,0.0,0.0
2024-02-16 13:40:00,MSFT,405.73,0.0,0.0
2024-02-16 13:45:00,MSFT,405.81,0.0,0.0
2024-02-16 13:50:00,MSFT,406.02,0.0,0.0
2024-02-16 13:55:00,MSFT,406.34,0.0,0.0
2024-02-16 14:00:00,MSFT,406.65,0.0,0.0
2024-02-16 14:05:00,MSFT,406.92,0.0,0.0
2024-02-16 14:10:00,MSFT,406.78,0.0,-0.0
2024-02-16 14:15:00,MSFT,406.92,0.0,0.0
2024-02-16 14:20:00,MSFT,407.23,0.0,0.0
2024-02-16 14:25:00,MSFT,407.25,0.0,0.0
2024-02-16 14:30:00,MSFT,407.27,0.0,0.0
2024-02-16 14:35:00,MSFT,406.62,0.0,-0.0
2024-02-16 14:40:00,MSFT,406.48,0.0,-0.0
2024-02-16 14:45:00,MSFT,405.12,0.0,-0.0
2024-02-16 14:50:00,MSFT,404.64,0.0,-0.0
2024-02-16 14:55:00,MSFT,404.81,0.0,0.0
2024-02-16 15:00:00,MSFT,404.68,0.0,-0.0
2024-02-16 15:05:00,MSFT,404.69,0.0,0.0
2024-02-16 15:10:00,MSFT,404.54,0.0,-0.0
2024-02-16 15:15:00,MSFT,404.62,0.0,0.0
2024-02-16 15:20:00,MSFT,404.74,0.0,0.0
2024-02-16 15:25:00,MSFT,404.43,0.0,-0.0
2024-02-16 15:30:00,MSFT,404.44,0.0,0.0
2024-02-16 15:35:00,MSFT,404.15,0.0,-0.0
2024-02-16 15:40:00,MSFT,403.91,0.0,-0.0
2024-02-16 15:45:00,MSFT,403.77,0.0,-0.0
2024-02-16 15:50:00,MSFT,403.7,0.0,-0.0
2024-02-16 15:55:00,MSFT,404.06,0.0,0.0
2024-02-20 09:30:00,MSFT,402.65,0.0,-0.0
2024-02-20 09:35:00,MSFT,402.0,0.0,-0.0
2024-02-20 09:40:00,MSFT,402.79,0.0,0.0
2024-02-20 09:45:00,MSFT,400.55,0.0,-0.0
2024-02-20 09:50:00,MSFT,399.82,0.0,-0.0
2024-02-20 09:55:00,MSFT,399.75,0.0,-0.0
2024-02-20 10:00:00,MSFT,399.0,0.0,-0.0
2024-02-20 10:05:00,MSFT,399.26,0.0,0.0
2024-02-20 10:10:00,MSFT,398.74,0.0,-0.0
2024-02-20 10:15:00,MSFT,399.15,0.0,0.0
2024-02-20 10:20:00,MSFT,399.14,0.0,-0.0
2024-02-20 10:25:00,MSFT,399.22,0.0,0.0
2024-02-20 10:30:00,MSFT,398.49,0.0,-0.0
2024-02-20 10:35:00,MSFT,399.01,0.0,0.0
2024-02-20 10:40:00,MSFT,399.88,0.0,0.0
2024-02-20 10:45:00,MSFT,400.0,0.0,0.0
2024-02-20 10:50:00,MSFT,400.12,0.0,0.0
2024-02-20 10:55:00,MSFT,400.55,0.0,0.0
2024-02-20 11:00:00,MSFT,401.38,0.0,0.0
2024-02-20 11:05:00,MSFT,401.15,0.0,-0.0
2024-02-20 11:10:00,MSFT,401.42,0.0,0.0
2024-02-20 11:15:00,MSFT,401.45,0.0,0.0
2024-02-20 11:20:00,MSFT,401.44,0.0,-0.0
2024-02-20 11:25:00,MSFT,401.86,0.0,0.0
2024-02-20 11:30:00,MSFT,400.5,0.0,-0.0
2024-02-20 11:35:00,MSFT,400.91,0.0,0.0
2024-02-20 11:40:00,MSFT,401.05,0.0,0.0
2024-02-20 11:45:00,MSFT,400.86,0.0,-0.0
2024-02-20 11:50:00,MSFT,400.32,0.0,-0.0
2024-02-20 11:55:00,MSFT,399.81,0.0,-0.0
2024-02-20 12:00:00,MSFT,399.8,0.0,-0.0
2024-02-20 12:05:00,MSFT,399.37,0.0,-0.0
2024-02-20 12:10:00,MSFT,399.51,0.0,0.0
2024-02-20 12:15:00,MSFT,399.33,0.0,-0.0
2024-02-20 12:20:00,MSFT,399.03,0.0,-0.0
2024-02-20 12:25:00,MSFT,399.05,0.0,0.0
2024-02-20 12:30:00,MSFT,399.39,0.0,0.0
2024-02-20 12:35:00,MSFT,398.61,0.0,-0.0
2024-02-20 12:40:00,MSFT,399.59,0.0,0.0
2024-02-20 12:45:00,MSFT,399.3,0.0,-0.0
2024-02-20 12:50:00,MSFT,399.61,0.0,0.0
2024-02-20 12:55:00,MSFT,399.58,0.0,-0.0
2024-02-20 13:00:00,MSFT,399.51,0.0,-0.0
2024-02-20 13:05:00,MSFT,399.59,0.0,0.0
2024-02-20 13:10:00,MSFT,399.66,0.0,0.0
2024-02-20 13:15:00,MSFT,399.73,0.0,0.0
2024-02-20 13:20:00,MSFT,400.77,0.0,0.0
2024-02-20 13:25:00,MSFT,399.66,0.0,-0.0
2024-02-20 13:30:00,MSFT,400.04,0.0,0.0
2024-02-20 13:35:00,MSFT,400.16,0.0,0.0
2024-02-20 13:40:00,MSFT,400.48,0.0,0.0
2024-02-20 13:45:00,MSFT,400.31,0.0,-0.0
2024-02-20 13:50:00,MSFT,400.28,0.0,-0.0
2024-02-20 13:55:00,MSFT,400.58,0.0,0.0
2024-02-20 14:00:00,MSFT,400.2,0.0,-0.0
2024-02-20 14:05:00,MSFT,400.76,0.0,0.0
2024-02-20 14:10:00,MSFT,400.84,0.0,0.0
2024-02-20 14:15:00,MSFT,400.96,0.0,0.0
2024-02-20 14:20:00,MSFT,400.39,0.0,-0.0
2024-02-20 14:25:00,MSFT,400.99,0.0,0.0
2024-02-20 14:30:00,MSFT,400.62,0.0,-0.0
2024-02-20 14:35:00,MSFT,400.97,0.0,0.0
2024-02-20 14:40:00,MSFT,401.16,0.0,0.0
2024-02-20 14:45:00,MSFT,401.56,0.0,0.0
2024-02-20 14:50:00,MSFT,401.28,0.0,-0.0
2024-02-20 14:55:00,MSFT,401.58,0.0,0.0
2024-02-20 15:00:00,MSFT,401.31,0.0,-0.0
2024-02-20 15:05:00,MSFT,401.73,0.0,0.0
2024-02-20 15:10:00,MSFT,401.42,0.0,-0.0
2024-02-20 15:15:00,MSFT,401.45,0.0,0.0
2024-02-20 15:20:00,MSFT,401.74,0.0,0.0
2024-02-20 15:25:00,MSFT,401.66,0.0,-0.0
2024-02-20 15:30:00,MSFT,400.5,0.0,-0.0
2024-02-20 15:35:00,MSFT,400.75,0.0,0.0
2024-02-20 15:40:00,MSFT,401.14,0.0,0.0
2024-02-20 15:45:00,MSFT,401.45,0.0,0.0
2024-02-20 15:50:00,MSFT,401.77,0.0,0.0
2024-02-20 15:55:00,MSFT,402.93,0.0,0.0
2024-02-21 09:30:00,MSFT,398.96,0.0,-0.0
2024-02-21 09:35:00,MSFT,399.56,0.0,0.0
2024-02-21 09:40:00,MSFT,397.74,0.0,-0.0
2024-02-21 09:45:00,MSFT,397.3,0.0,-0.0
2024-02-21 09:50:00,MSFT,398.07,0.0,0.0
2024-02-21 09:55:00,MSFT,398.81,0.0,0.0
2024-02-21 10:00:00,MSFT,400.25,0.0,0.0
2024-02-21 10:05:00,MSFT,400.42,0.0,0.0
2024-02-21 10:10:00,MSFT,399.65,0.0,-0.0
2024-02-21 10:15:00,MSFT,399.87,0.0,0.0
2024-02-21 10:20:00,MSFT,399.9,0.0,0.0
2024-02-21 10:25:00,MSFT,399.41,0.0,-0.0
2024-02-21 10:30:00,MSFT,399.54,0.0,0.0
2024-02-21 10:35:00,MSFT,399.67,0.0,0.0
2024-02-21 10:40:00,MSFT,398.85,0.0,-0.0
2024-02-21 10:45:00,MSFT,399.61,0.0,0.0
2024-02-21 10:50:00,MSFT,399.31,0.0,-0.0
2024-02-21 10:55:00,MSFT,399.79,0.0,0.0
2024-02-21 11:00:00,MSFT,399.33,0.0,-0.0
2024-02-21 11:05:00,MSFT,399.82,0.0,0.0
2024-02-21 11:10:00,MSFT,400.0,0.0,0.0
2024-02-21 11:15:00,MSFT,400.39,0.0,0.0
2024-02-21 11:20:00,MSFT,400.27,0.0,-0.0
2024-02-21 11:25:00,MSFT,399.81,0.0,-0.0
2024-02-21 11:30:00,MSFT,399.63,0.0,-0.0
2024-02-21 11:35:00,MSFT,399.89,0.0,0.0
2024-02-21 11:40:00,MSFT,399.76,0.0,-0.0
2024-02-21 11:45:00,MSFT,399.86,0.0,0.0
2024-02-21 11:50:00,MSFT,399.97,0.0,0.0
2024-02-21 11:55:00,MSFT,400.02,0.0,0.0
2024-02-21 12:00:00,MSFT,399.66,0.0,-0.0
2024-02-21 12:05:00,MSFT,399.31,0.0,-0.0
2024-02-21 12:10:00,MSFT,399.37,0.0,0.0
2024-02-21 12:15:00,MSFT,399.29,0.0,-0.0
2024-02-21 12:20:00,MSFT,399.35,0.0,0.0
2024-02-21 12:25:00,MSFT,399.29,0.0,-0.0
2024-02-21 12:30:00,MSFT,399.35,0.0,0.0
2024-02-21 12:35:00,MSFT,399.6,0.0,0.0
2024-02-21 12:40:00,MSFT,398.89,0.0,-0.0
2024-02-21 12:45:00,MSFT,399.41,0.0,0.0
2024-02-21 12:50:00,MSFT,399.67,0.0,0.0
2024-02-21 12:55:00,MSFT,399.58,0.0,-0.0
2024-02-21 13:00:00,MSFT,399.29,0.0,-0.0
2024-02-21 13:05:00,MSFT,399.48,0.0,0.0
2024-02-21 13:10:00,MSFT,399.75,0.0,0.0
2024-02-21 13:15:00,MSFT,399.62,0.0,-0.0
2024-02-21 13:20:00,MSFT,399.45,0.0,-0.0
2024-02-21 13:25:00,MSFT,399.04,0.0,-0.0
2024-02-21 13:30:00,MSFT,399.23,0.0,0.0
2024-02-21 13:35:00,MSFT,399.27,0.0,0.0
2024-02-21 13:40:00,MSFT,399.25,0.0,-0.0
2024-02-21 13:45:00,MSFT,399.22,0.0,-0.0
2024-02-21 13:50:00,MSFT,399.11,0.0,-0.0
2024-02-21 13:55:00,MSFT,399.02,0.0,-0.0
2024-02-21 14:00:00,MSFT,399.49,0.0,0.0
2024-02-21 14:05:00,MSFT,399.65,0.0,0.0
2024-02-21 14:10:00,MSFT,399.42,0.0,-0.0
2024-02-21 14:15:00,MSFT,399.16,0.0,-0.0
2024-02-21 14:20:00,MSFT,398.67,0.0,-0.0
2024-02-21 14:25:00,MSFT,398.6,0.0,-0.0
2024-02-21 14:30:00,MSFT,398.36,0.0,-0.0
2024-02-21 14:35:00,MSFT,398.19,0.0,-0.0
2024-02-21 14:40:00,MSFT,397.57,0.0,-0.0
2024-02-21 14:45:00,MSFT,398.07,0.0,0.0
2024-02-21 14:50:00,MSFT,398.38,0.0,0.0
2024-02-21 14:55:00,MSFT,398.76,0.0,0.0
2024-02-21 15:00:00,MSFT,398.67,0.0,-0.0
2024-02-21 15:05:00,MSFT,398.85,0.0,0.0
2024-02-21 15:10:00,MSFT,398.74,0.0,-0.0
2024-02-21 15:15:00,MSFT,398.57,0.0,-0.0
2024-02-21 15:20:00,MSFT,398.23,0.0,-0.0
2024-02-21 15:25:00,MSFT,398.58,0.0,0.0
2024-02-21 15:30:00,MSFT,399.16,0.0,0.0
2024-02-21 15:35:00,MSFT,399.93,0.0,0.0
2024-02-21 15:40:00,MSFT,400.18,0.0,0.0
2024-02-21 15:45:00,MSFT,400.52,0.0,0.0
2024-02-21 15:50:00,MSFT,401.33,0.0,0.0
2024-02-21 15:55:00,MSFT,402.18,0.0,0.0
2024-02-22 09:30:00,MSFT,409.07,0.0,0.0
2024-02-22 09:35:00,MSFT,410.24,0.0,0.0
2024-02-22 09:40:00,MSFT,411.59,0.0,0.0
2024-02-22 09:45:00,MSFT,412.25,0.0,0.0
2024-02-22 09:50:00,MSFT,410.34,0.0,-0.0
2024-02-22 09:55:00,MSFT,410.88,0.0,0.0
2024-02-22 10:00:00,MSFT,410.15,0.0,-0.0
2024-02-22 10:05:00,MSFT,410.88,0.0,0.0
2024-02-22 10:10:00,MSFT,410.13,0.0,-0.0
2024-02-22 10:15:00,MSFT,410.19,0.0,0.0
2024-02-22 10:20:00,MSFT,411.2,0.0,0.0
2024-02-22 10:25:00,MSFT,411.56,0.0,0.0
2024-02-22 10:30:00,MSFT,412.13,0.0,0.0
2024-02-22 10:35:00,MSFT,411.44,0.0,-0.0
2024-02-22 10:40:00,MSFT,410.74,0.0,-0.0
2024-02-22 10:45:00,MSFT,409.8,0.0,-0.0
2024-02-22 10:50:00,MSFT,409.81,0.0,0.0
2024-02-22 10:55:00,MSFT,409.6,0.0,-0.0
2024-02-22 11:00:00,MSFT,409.8,0.0,0.0
2024-02-22 11:05:00,MSFT,409.79,0.0,-0.0
2024-02-22 11:10:00,MSFT,409.74,0.0,-0.0
2024-02-22 11:15:00,MSFT,410.18,0.0,0.0
2024-02-22 11:20:00,MSFT,410.12,0.0,-0.0
2024-02-22 11:25:00,MSFT,409.76,0.0,-0.0
2024-02-22 11:30:00,MSFT,409.97,0.0,0.0
2024-02-22 11:35:00,MSFT,409.81,0.0,-0.0
2024-02-22 11:40:00,MSFT,409.88,0.0,0.0
2024-02-22 11:45:00,MSFT,409.33,0.0,-0.0
2024-02-22 11:50:00,MSFT,409.11,0.0,-0.0
2024-02-22 11:55:00,MSFT,409.0,0.0,-0.0
2024-02-22 12:00:00,MSFT,409.38,0.0,0.0
2024-02-22 12:05:00,MSFT,409.33,0.0,-0.0
2024-02-22 12:10:00,MSFT,409.3,0.0,-0.0
2024-02-22 12:15:00,MSFT,409.27,0.0,-0.0
2024-02-22 12:20:00,MSFT,409.68,0.0,0.0
2024-02-22 12:25:00,MSFT,409.55,0.0,-0.0
2024-02-22 12:30:00,MSFT,409.67,0.0,0.0
2024-02-22 12:35:00,MSFT,409.42,0.0,-0.0
2024-02-22 12:40:00,MSFT,409.24,0.0,-0.0
2024-02-22 12:45:00,MSFT,409.21,0.0,-0.0
2024-02-22 12:50:00,MSFT,409.65,0.0,0.0
2024-02-22 12:55:00,MSFT,409.71,0.0,0.0
2024-02-22 13:00:00,MSFT,409.61,0.0,-0.0
2024-02-22 13:05:00,MSFT,409.75,0.0,0.0
2024-02-22 13:10:00,MSFT,409.65,0.0,-0.0
2024-02-22 13:15:00,MSFT,409.82,0.0,0.0
2024-02-22 13:20:00,MSFT,409.71,0.0,-0.0
2024-02-22 13:25:00,MSFT,410.2,0.0,0.0
2024-02-22 13:30:00,MSFT,410.47,0.0,0.0
2024-02-22 13:35:00,MSFT,410.49,0.0,0.0
2024-02-22 13:40:00,MSFT,410.68,0.0,0.0
2024-02-22 13:45:00,MSFT,410.58,0.0,-0.0
2024-02-22 13:50:00,MSFT,410.4,0.0,-0.0
2024-02-22 13:55:00,MSFT,410.65,1.0,0.0
2024-02-22 14:00:00,MSFT,410.9,1.0,0.0
2024-02-22 14:05:00,MSFT,410.73,1.0,-0.17
2024-02-22 14:10:00,MSFT,411.0,1.0,0.54
2024-02-22 14:15:00,MSFT,411.04,1.0,0.12
2024-02-22 14:20:00,MSFT,411.51,1.0,1.88
2024-02-22 14:25:00,MSFT,411.6,1.0,0.45
2024-02-22 14:30:00,MSFT,411.12,1.0,-2.88
2024-02-22 14:35:00,MSFT,410.92,1.0,-1.4
2024-02-22 14:40:00,MSFT,411.3,1.0,3.04
2024-02-22 14:45:00,MSFT,411.27,1.0,-0.27
2024-02-22 14:50:00,MSFT,411.05,1.0,-2.2
2024-02-22 14:55:00,MSFT,410.84,1.0,-2.31
2024-02-22 15:00:00,MSFT,411.4,1.0,6.72
2024-02-22 15:05:00,MSFT,411.17,1.0,-2.99
2024-02-22 15:10:00,MSFT,411.53,1.0,5.04
2024-02-22 15:15:00,MSFT,411.8,1.0,4.05
2024-02-22 15:20:00,MSFT,411.64,1.0,-2.56
2024-02-22 15:25:00,MSFT,411.44,1.0,-3.4
2024-02-22 15:30:00,MSFT,411.17,1.0,-4.86
2024-02-22 15:35:00,MSFT,411.67,1.0,9.5
2024-02-22 15:40:00,MSFT,411.53,1.0,-2.8
2024-02-22 15:45:00,MSFT,411.52,1.0,-0.21
2024-02-22 15:50:00,MSFT,411.52,1.0,0.0
2024-02-22 15:55:00,MSFT,411.63,1.0,2.53
2024-02-23 09:30:00,MSFT,415.4,1.0,90.41
2024-02-23 09:35:00,MSFT,414.55,1.0,-21.05
2024-02-23 09:40:00,MSFT,414.95,1.0,10.33
2024-02-23 09:45:00,MSFT,414.46,1.0,-13.13
2024-02-23 09:50:00,MSFT,414.69,1.0,6.4
2024-02-23 09:55:00,MSFT,414.26,1.0,-12.39
2024-02-23 10:00:00,MSFT,413.72,1.0,-16.11
2024-02-23 10:05:00,MSFT,412.86,1.0,-26.55
2024-02-23 10:10:00,MSFT,412.94,1.0,2.56
2024-02-23 10:15:00,MSFT,412.98,1.0,1.32
2024-02-23 10:20:00,MSFT,412.76,1.0,-7.46
2024-02-23 10:25:00,MSFT,412.98,1.0,7.69
2024-02-23 10:30:00,MSFT,412.35,1.0,-22.64
2024-02-23 10:35:00,MSFT,412.29,1.0,-2.22
2024-02-23 10:40:00,MSFT,411.46,1.0,-31.53
2024-02-23 10:45:00,MSFT,411.76,1.0,11.72
2024-02-23 10:50:00,MSFT,411.76,1.0,0.0
2024-02-23 10:55:00,MSFT,411.46,1.0,-12.31
2024-02-23 11:00:00,MSFT,410.59,1.0,-36.6
2024-02-23 11:05:00,MSFT,410.21,1.0,-16.4
2024-02-23 11:10:00,MSFT,410.37,1.0,7.07
2024-02-23 11:15:00,MSFT,410.44,1.0,3.16
2024-02-23 11:20:00,MSFT,410.21,1.0,-10.62
2024-02-23 11:25:00,MSFT,410.73,1.0,24.54
2024-02-23 11:30:00,MSFT,410.61,1.0,-5.78
2024-02-23 11:35:00,MSFT,410.05,1.0,-27.52
2024-02-23 11:40:00,MSFT,410.1,1.0,2.51
2024-02-23 11:45:00,MSFT,409.54,0.0,-28.68
2024-02-23 11:50:00,MSFT,409.61,0.0,3.66
2024-02-23 11:55:00,MSFT,410.24,1.0,32.93
2024-02-23 12:00:00,MSFT,410.23,1.0,-0.52
2024-02-23 12:05:00,MSFT,409.95,1.0,-14.89
2024-02-23 12:10:00,MSFT,409.85,0.0,-5.42
2024-02-23 12:15:00,MSFT,409.58,0.0,-14.92
2024-02-23 12:20:00,MSFT,409.65,0.0,3.87
2024-02-23 12:25:00,MSFT,409.46,0.0,-10.5
2024-02-23 12:30:00,MSFT,409.48,0.0,1.11
2024-02-23 12:35:00,MSFT,409.76,0.0,15.48
2024-02-23 12:40:00,MSFT,409.51,0.0,-13.81
2024-02-23 12:45:00,MSFT,409.8,0.0,16.03
2024-02-23 12:50:00,MSFT,409.69,0.0,-6.08
2024-02-23 12:55:00,MSFT,409.78,0.0,4.97
2024-02-23 13:00:00,MSFT,409.68,0.0,-5.53
2024-02-23 13:05:00,MSFT,409.68,0.0,0.0
2024-02-23 13:10:00,MSFT,409.87,0.0,10.5
2024-02-23 13:15:00,MSFT,410.25,1.0,20.99
2024-02-23 13:20:00,MSFT,410.32,1.0,3.86
2024-02-23 13:25:00,MSFT,410.11,0.0,-11.8
2024-02-23 13:30:00,MSFT,410.08,0.0,-1.72
2024-02-23 13:35:00,MSFT,410.02,0.0,-3.43
2024-02-23 13:40:00,MSFT,409.98,0.0,-2.29
2024-02-23 13:45:00,MSFT,410.23,0.0,14.31
2024-02-23 13:50:00,MSFT,410.28,0.0,2.86
2024-02-23 13:55:00,MSFT,410.38,1.0,5.72
2024-02-23 14:00:00,MSFT,410.27,0.0,-6.29
2024-02-23 14:05:00,MSFT,410.15,0.0,-6.98
2024-02-23 14:10:00,MSFT,409.89,0.0,-15.13
2024-02-23 14:15:00,MSFT,409.89,0.0,0.0
2024-02-23 14:20:00,MSFT,409.8,0.0,-5.24
2024-02-23 14:25:00,MSFT,409.87,0.0,4.08
2024-02-23 14:30:00,MSFT,410.26,0.0,22.72
2024-02-23 14:35:00,MSFT,410.44,0.0,10.47
2024-02-23 14:40:00,MSFT,410.34,0.0,-5.82
2024-02-23 14:45:00,MSFT,410.46,0.0,6.98
2024-02-23 14:50:00,MSFT,410.59,0.0,7.56
2024-02-23 14:55:00,MSFT,410.54,0.0,-2.91
2024-02-23 15:00:00,MSFT,410.52,0.0,-1.16
2024-02-23 15:05:00,MSFT,409.79,0.0,-42.45
2024-02-23 15:10:00,MSFT,409.86,0.0,4.08
2024-02-23 15:15:00,MSFT,410.37,0.0,29.71
2024-02-23 15:20:00,MSFT,410.37,0.0,0.0
2024-02-23 15:25:00,MSFT,410.12,0.0,-14.54
2024-02-23 15:30:00,MSFT,410.15,0.0,1.75
2024-02-23 15:35:00,MSFT,410.22,0.0,4.07
2024-02-23 15:40:00,MSFT,410.02,0.0,-11.64
2024-02-23 15:45:00,MSFT,410.41,0.0,22.71
2024-02-23 15:50:00,MSFT,410.57,0.0,9.31
2024-02-23 15:55:00,MSFT,410.32,0.0,-14.54
2024-02-26 09:30:00,MSFT,410.85,0.0,30.84
2024-02-26 09:35:00,MSFT,410.44,0.0,-23.82
2024-02-26 09:40:00,MSFT,410.33,0.0,-6.4
2024-02-26 09:45:00,MSFT,409.62,0.0,-41.31
2024-02-26 09:50:00,MSFT,409.75,0.0,7.58
2024-02-26 09:55:00,MSFT,408.68,0.0,-62.34
2024-02-26 10:00:00,MSFT,408.9,0.0,12.85
2024-02-26 10:05:00,MSFT,409.31,0.0,23.94
2024-02-26 10:10:00,MSFT,409.08,0.0,-13.41
2024-02-26 10:15:00,MSFT,409.97,0.0,51.94
2024-02-26 10:20:00,MSFT,410.01,0.0,2.33
2024-02-26 10:25:00,MSFT,409.42,0.0,-34.35
2024-02-26 10:30:00,MSFT,409.79,0.0,21.57
2024-02-26 10:35:00,MSFT,409.73,0.0,-3.5
2024-02-26 10:40:00,MSFT,409.89,0.0,9.32
2024-02-26 10:45:00,MSFT,409.75,0.0,-8.15
2024-02-26 10:50:00,MSFT,409.69,0.0,-3.5
2024-02-26 10:55:00,MSFT,409.45,0.0,-13.98
2024-02-26 11:00:00,MSFT,409.45,0.0,0.0
2024-02-26 11:05:00,MSFT,409.44,0.0,-0.58
2024-02-26 11:10:00,MSFT,409.05,0.0,-22.74
2024-02-26 11:15:00,MSFT,408.75,0.0,-17.51
2024-02-26 11:20:00,MSFT,408.19,0.0,-32.71
2024-02-26 11:25:00,MSFT,408.39,0.0,11.7
2024-02-26 11:30:00,MSFT,408.39,0.0,0.0
2024-02-26 11:35:00,MSFT,408.83,0.0,25.72
2024-02-26 11:40:00,MSFT,408.65,0.0,-10.51
2024-02-26 11:45:00,MSFT,408.92,0.0,15.77
2024-02-26 11:50:00,MSFT,409.17,0.0,14.59
2024-02-26 11:55:00,MSFT,409.03,0.0,-8.17
2024-02-26 12:00:00,MSFT,408.92,0.0,-6.42
2024-02-26 12:05:00,MSFT,408.99,0.0,4.09
2024-02-26 12:10:00,MSFT,409.35,0.0,21.01
2024-02-26 12:15:00,MSFT,409.07,0.0,-16.33
2024-02-26 12:20:00,MSFT,409.46,0.0,22.76
2024-02-26 12:25:00,MSFT,409.3,0.0,-9.33
2024-02-26 12:30:00,MSFT,409.45,0.0,8.75
2024-02-26 12:35:00,MSFT,409.2,0.0,-14.58
2024-02-26 12:40:00,MSFT,409.03,0.0,-9.92
2024-02-26 12:45:00,MSFT,408.86,0.0,-9.92
2024-02-26 12:50:00,MSFT,408.68,0.0,-10.51
2024-02-26 12:55:00,MSFT,408.72,0.0,2.34
2024-02-26 13:00:00,MSFT,408.94,0.0,12.85
2024-02-26 13:05:00,MSFT,409.19,0.0,14.59
2024-02-26 13:10:00,MSFT,409.26,0.0,4.08
2024-02-26 13:15:00,MSFT,408.96,0.0,-17.5
2024-02-26 13:20:00,MSFT,409.19,0.0,13.43
2024-02-26 13:25:00,MSFT,408.88,0.0,-18.09
2024-02-26 13:30:00,MSFT,408.64,0.0,-14.01
2024-02-26 13:35:00,MSFT,408.8,0.0,9.35
2024-02-26 13:40:00,MSFT,408.93,0.0,7.59
2024-02-26 13:45:00,MSFT,408.95,0.0,1.17
2024-02-26 13:50:00,MSFT,409.16,0.0,12.26
2024-02-26 13:55:00,MSFT,409.4,0.0,14.0
2024-02-26 14:00:00,MSFT,409.33,0.0,-4.08
2024-02-26 14:05:00,MSFT,409.33,0.0,0.0
2024-02-26 14:10:00,MSFT,408.87,0.0,-26.83
2024-02-26 14:15:00,MSFT,408.92,0.0,2.92
2024-02-26 14:20:00,MSFT,409.44,0.0,30.36
2024-02-26 14:25:00,MSFT,409.24,0.0,-11.66
2024-02-26 14:30:00,MSFT,409.23,0.0,-0.58
2024-02-26 14:35:00,MSFT,409.25,0.0,1.17
2024-02-26 14:40:00,MSFT,409.08,0.0,-9.92
2024-02-26 14:45:00,MSFT,409.29,0.0,12.25
2024-02-26 14:50:00,MSFT,409.17,0.0,-7.0
2024-02-26 14:55:00,MSFT,408.74,0.0,-25.09
2024-02-26 15:00:00,MSFT,408.75,0.0,0.58
2024-02-26 15:05:00,MSFT,408.89,0.0,8.18
